event_id,household_id,stock_id,product_id,product_name,action_type,quantity,timestamp,expiry_date,classification,location,category_name,dias_para_vencer,nutriscore,calories_100g,proteins_100g,carbs_100g
39432e59-a,4,a573970f,4920,Seedless Red Grapes,IN,2,2026-02-14T11:50:36.000000,2026-02-21,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
74da3f64-8,5,ef0bdc80,4605,Yellow Onions,IN,2,2026-03-12T11:51:36.000000,2026-03-19,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
b5726f9b-b,3,57e92c25,21903,Organic Baby Spinach,OUT,2,2026-03-25T23:59:59.000000,2026-03-22,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,23.0,2.68,3.36
2107945a-5,6,246a349f,22035,Organic Whole String Cheese,OUT,2,2026-03-01T22:36:36.000000,2026-03-11,Consumption,Refrigerador,Lacteos y Refrigerados,10,B,50.0,1.45,6.25
71780908-7,2,74975dbc,19660,Spring Water,OUT,1,2026-04-14T06:50:36.000000,2026-04-23,Consumption,Estante,Bebidas,9,A,0.0,0.0,0.0
9ded9852-f,4,7b743f72,45066,Honeycrisp Apple,IN,3,2026-04-07T10:17:36.000000,2026-04-14,Purchase,Refrigerador,Frutas y Verduras,7,A,2.0,0.0,3.81
0f751041-4,2,83e088cd,4920,Seedless Red Grapes,OUT,1,2026-04-28T20:15:36.000000,2026-05-03,Consumption,Refrigerador,Frutas y Verduras,5,B,71.0,1.18,17.6
5f94ccbe-e,8,fe40b438,24852,Banana,OUT,1,2026-04-16T09:25:36.000000,2026-04-13,Waste,Refrigerador,Frutas y Verduras,-3,D,312.0,12.5,40.6
d503848f-6,8,bcf0d62c,16797,Strawberries,IN,3,2026-04-24T09:48:36.000000,2026-05-01,Purchase,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
e05f53ee-9,2,fd50e5ce,49235,Organic Half & Half,OUT,2,2026-02-28T20:54:36.000000,2026-03-03,Consumption,Refrigerador,Lacteos y Refrigerados,3,B,131.0,3.13,4.3
8c810e65-f,4,22f7db9d,22935,Organic Yellow Onion,OUT,1,2026-03-11T13:58:36.000000,2026-03-08,Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
90025bf5-0,8,dc6b3af4,39275,Organic Blueberries,OUT,1,2026-02-18T11:09:36.000000,2026-02-25,Consumption,Refrigerador,Frutas y Verduras,7,B,57.0,0.71,12.1
67c6e538-f,0,18ccf892,24964,Organic Garlic,OUT,1,2026-03-19T23:59:59.000000,2026-03-16,Forced_Waste,Refrigerador,Frutas y Verduras,-3,C,167.0,0.0,33.3
f147c519-4,5,03af67b6,44632,Sparkling Water Grapefruit,IN,3,2026-02-23T11:39:36.000000,2026-03-25,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
f14c3b3f-7,8,09ebf122,21616,Organic Baby Arugula,OUT,2,2026-02-26T09:11:36.000000,2026-03-03,Consumption,Refrigerador,Frutas y Verduras,5,A,25.0,2.82,3.52
d8fe1ee1-9,9,b48603a8,37646,Organic Gala Apples,OUT,1,2026-05-01T01:56:36.000000,2026-05-03,Consumption,Refrigerador,Frutas y Verduras,2,B,52.0,0.32,14.3
821944d2-5,7,b5fd76ef,10749,Organic Red Bell Pepper,OUT,2,2026-04-09T23:59:59.000000,2026-04-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
5317f244-3,1,f8e029d9,45007,Organic Zucchini,IN,3,2026-04-28T14:08:36.000000,2026-05-05,Purchase,Refrigerador,Frutas y Verduras,7,A,21.0,1.05,4.21
8c854397-8,1,61187401,5077,100% Whole Wheat Bread,OUT,1,2026-03-21T04:59:36.000000,2026-03-26,Consumption,Despensa,Panaderia y Granos,5,C,256.0,11.6,48.8
d130789e-d,0,3ca1268e,5077,100% Whole Wheat Bread,OUT,1,2026-04-22T18:54:36.000000,2026-05-01,Consumption,Despensa,Panaderia y Granos,9,C,256.0,11.6,48.8
48b81832-c,1,e6843a75,21137,Organic Strawberries,OUT,1,2026-04-07T21:00:36.000000,2026-04-07,Consumption,Refrigerador,Frutas y Verduras,0,,,1.43,8.57
381d7725-0,3,e25c2c63,41950,Organic Tomato Cluster,IN,1,2026-02-02T18:20:36.000000,2026-02-09,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
1b8db945-f,6,c784270c,27086,Half & Half,IN,2,2026-04-29T14:11:36.000000,2026-05-11,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
191c1018-e,2,37e1562e,49683,Cucumber Kirby,OUT,1,2026-04-21T02:06:36.000000,2026-04-25,Consumption,Refrigerador,Frutas y Verduras,4,A,34.0,0.5,6.79
5fa1cf6c-c,4,0a99a00f,21903,Organic Baby Spinach,IN,1,2026-03-19T13:08:36.000000,2026-03-26,Purchase,Refrigerador,Frutas y Verduras,7,A,23.0,2.68,3.36
a3b5231a-b,6,e262108b,42265,Organic Baby Carrots,OUT,2,2026-03-25T16:16:36.000000,2026-03-29,Consumption,Refrigerador,Frutas y Verduras,4,A,35.0,1.18,8.24
3d844285-5,0,89bf0f9d,49235,Organic Half & Half,IN,3,2026-04-16T08:39:36.000000,2026-04-28,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
e4c3c860-f,6,af5a5df5,47209,Organic Hass Avocado,OUT,1,2026-03-25T23:59:59.000000,2026-03-22,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.81,8.32
d09e0286-8,0,f5f4d80e,4605,Yellow Onions,OUT,3,2026-02-19T23:59:59.000000,2026-02-16,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
b5651679-6,3,7e0439c1,42265,Organic Baby Carrots,OUT,1,2026-02-20T11:28:36.000000,2026-02-24,Consumption,Refrigerador,Frutas y Verduras,4,A,35.0,1.18,8.24
09a919ca-9,2,2f96fd1e,9076,Blueberries,OUT,1,2026-02-25T00:56:36.000000,2026-02-28,Consumption,Despensa,Despensa General,3,B,57.0,0.71,12.1
a3277de1-f,3,565ba800,45066,Honeycrisp Apple,IN,2,2026-04-23T21:07:36.000000,2026-04-30,Purchase,Refrigerador,Frutas y Verduras,7,A,2.0,0.0,3.81
d5dcd655-c,5,c80898e4,22935,Organic Yellow Onion,OUT,1,2026-02-28T23:59:59.000000,2026-02-25,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
4b29c242-4,2,ea704c3d,21137,Organic Strawberries,IN,3,2026-03-10T13:20:36.000000,2026-03-17,Purchase,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
584b3380-7,4,225a3c93,43352,Raspberries,IN,1,2026-02-10T17:02:36.000000,2026-02-17,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
c833bc48-a,8,8ff918c7,37646,Organic Gala Apples,OUT,1,2026-04-03T20:38:36.000000,2026-04-10,Consumption,Refrigerador,Frutas y Verduras,7,B,52.0,0.32,14.3
4ce1ae7f-4,8,ce67ba7d,19660,Spring Water,IN,2,2026-04-22T14:52:36.000000,2026-05-22,Purchase,Estante,Bebidas,30,A,0.0,0.0,0.0
9b95f4f0-3,1,9123bff1,21616,Organic Baby Arugula,OUT,1,2026-04-30T13:10:36.000000,2026-05-06,Consumption,Refrigerador,Frutas y Verduras,6,A,25.0,2.82,3.52
1ad7587f-4,9,5f3af42e,10749,Organic Red Bell Pepper,IN,2,2026-04-26T11:06:36.000000,2026-05-03,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
5de15e1b-3,6,5edff349,44359,Organic Small Bunch Celery,OUT,1,2026-02-05T07:43:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,5,D,392.0,7.43,76.25
57d11161-f,7,6664d6dd,8277,Apple Honeycrisp Organic,IN,1,2026-03-07T22:50:36.000000,2026-03-14,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
fa5eb31f-8,6,dbb2a9cf,19057,Organic Large Extra Fancy Fuji Apple,IN,2,2026-03-13T14:06:36.000000,2026-03-20,Purchase,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
6190fc36-b,1,4b67735a,19057,Organic Large Extra Fancy Fuji Apple,OUT,2,2026-02-08T04:46:36.000000,2026-02-14,Consumption,Refrigerador,Frutas y Verduras,6,,,0.148,15.7
9b9e0238-d,9,bf5369e8,4920,Seedless Red Grapes,IN,1,2026-02-03T14:09:36.000000,2026-02-10,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
aba4c383-1,7,0d8783c6,24964,Organic Garlic,IN,2,2026-03-09T15:42:36.000000,2026-03-16,Purchase,Refrigerador,Frutas y Verduras,7,C,167.0,0.0,33.3
56c186ae-3,4,dae58aa9,47209,Organic Hass Avocado,OUT,1,2026-03-14T23:59:59.000000,2026-03-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.81,8.32
2eb6dc47-7,2,b7350137,49235,Organic Half & Half,OUT,3,2026-03-03T23:59:59.000000,2026-02-28,Forced_Waste,Refrigerador,Lacteos y Refrigerados,-3,B,131.0,3.13,4.3
88d83169-a,0,553e1244,40706,Organic Grape Tomatoes,IN,1,2026-05-01T11:02:36.000000,2026-05-08,Purchase,Refrigerador,Frutas y Verduras,7,A,36.0,1.19,7.14
73c58c66-c,7,52b124d0,4920,Seedless Red Grapes,OUT,3,2026-04-08T23:59:59.000000,2026-04-05,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,71.0,1.18,17.6
d0276670-b,1,7ef210fd,30489,Original Hummus,IN,2,2026-02-03T22:55:36.000000,2026-02-17,Purchase,Refrigerador,Congelados,14,C,214.0,7.14,14.3
d6a59df5-b,4,8fd46ab6,44632,Sparkling Water Grapefruit,OUT,3,2026-02-09T20:54:36.000000,2026-03-10,Consumption,Estante,Bebidas,29,A,36.0,0.58,9.15
84608fed-e,1,d3bde4d2,10749,Organic Red Bell Pepper,OUT,1,2026-04-19T17:49:36.000000,2026-04-17,Waste,Refrigerador,Frutas y Verduras,-2,,,0.896,6.65
730e670e-3,2,1a7c3349,47626,Large Lemon,IN,3,2026-02-12T11:08:36.000000,2026-02-19,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
b7d7ba70-3,0,842aa9db,27086,Half & Half,IN,2,2026-03-09T15:45:36.000000,2026-03-21,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
3c3a8805-c,2,23137848,27845,Organic Whole Milk,IN,3,2026-02-12T14:20:36.000000,2026-02-24,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,62.0,3.39,5.08
c52a25c5-e,5,715dfcce,45066,Honeycrisp Apple,OUT,2,2026-04-15T01:18:36.000000,2026-04-21,Consumption,Refrigerador,Frutas y Verduras,6,A,2.0,0.0,3.81
d1ef5c73-f,7,9018cfa1,27845,Organic Whole Milk,OUT,3,2026-03-30T11:48:36.000000,2026-04-05,Consumption,Refrigerador,Lacteos y Refrigerados,6,B,62.0,3.39,5.08
047de3f3-f,9,3b0036e6,10749,Organic Red Bell Pepper,IN,1,2026-03-02T10:14:36.000000,2026-03-09,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
17e9399e-9,7,7b452f0c,24852,Banana,IN,2,2026-03-03T14:38:36.000000,2026-03-10,Purchase,Refrigerador,Frutas y Verduras,7,D,312.0,12.5,40.6
714a2c0a-5,0,75bb8a35,4920,Seedless Red Grapes,OUT,1,2026-02-15T19:48:36.000000,2026-02-19,Consumption,Refrigerador,Frutas y Verduras,4,B,71.0,1.18,17.6
9955abde-e,5,3f83f0d3,5876,Organic Lemon,OUT,1,2026-03-23T23:59:59.000000,2026-03-20,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,300.0,0.0,6.67
734ddc2d-8,9,d1d4ba66,26604,Organic Blackberries,IN,2,2026-04-29T16:29:36.000000,2026-05-06,Purchase,Refrigerador,Frutas y Verduras,7,B,59.0,1.47,15.4
0718c734-8,1,983fcfc8,41950,Organic Tomato Cluster,OUT,2,2026-04-18T10:44:36.000000,2026-04-21,Consumption,Refrigerador,Frutas y Verduras,3,A,28.0,2.98,5.06
e8d64423-e,5,55721c0e,19057,Organic Large Extra Fancy Fuji Apple,OUT,1,2026-02-14T02:16:36.000000,2026-02-16,Consumption,Refrigerador,Frutas y Verduras,2,,,0.148,15.7
a364527d-f,9,2f93d4bb,10749,Organic Red Bell Pepper,OUT,1,2026-04-25T23:59:59.000000,2026-04-22,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
ab1fc958-8,2,e0ed818e,27966,Organic Raspberries,OUT,1,2026-03-14T02:20:36.000000,2026-03-17,Consumption,Refrigerador,Frutas y Verduras,3,B,50.0,1.43,12.1
93f8560d-0,0,11c9dd80,5876,Organic Lemon,IN,1,2026-04-06T12:10:36.000000,2026-04-13,Purchase,Refrigerador,Frutas y Verduras,7,D,300.0,0.0,6.67
51beac81-2,7,e027ac4e,24852,Banana,OUT,1,2026-02-14T23:59:59.000000,2026-02-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,312.0,12.5,40.6
394ca2dc-c,8,02b636f0,19057,Organic Large Extra Fancy Fuji Apple,OUT,1,2026-03-05T17:22:36.000000,2026-03-05,Consumption,Refrigerador,Frutas y Verduras,0,,,0.148,15.7
65de7dd0-0,8,c13aee39,49235,Organic Half & Half,OUT,2,2026-04-16T23:59:59.000000,2026-04-13,Forced_Waste,Refrigerador,Lacteos y Refrigerados,-3,B,131.0,3.13,4.3
4e47cd4e-8,2,94d5bfa6,24964,Organic Garlic,IN,3,2026-03-23T19:21:36.000000,2026-03-30,Purchase,Refrigerador,Frutas y Verduras,7,C,167.0,0.0,33.3
43f8d9d0-9,9,e77648c4,21903,Organic Baby Spinach,IN,2,2026-03-29T13:04:36.000000,2026-04-05,Purchase,Refrigerador,Frutas y Verduras,7,A,23.0,2.68,3.36
51ba2dc7-d,4,a0d430bf,27966,Organic Raspberries,OUT,2,2026-03-11T04:19:36.000000,2026-03-16,Consumption,Refrigerador,Frutas y Verduras,5,B,50.0,1.43,12.1
f657613d-9,2,f98aa9a6,27966,Organic Raspberries,OUT,1,2026-04-07T13:46:36.000000,2026-04-13,Consumption,Refrigerador,Frutas y Verduras,6,B,50.0,1.43,12.1
c9310b9b-d,0,dfd6dc8a,27966,Organic Raspberries,OUT,1,2026-02-23T23:59:59.000000,2026-02-20,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,50.0,1.43,12.1
db93cbb3-9,6,ac5e785e,46979,Asparagus,IN,2,2026-03-21T07:21:36.000000,2026-03-28,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
c4892408-8,4,b3e309f2,37646,Organic Gala Apples,OUT,1,2026-02-20T16:25:36.000000,2026-02-17,Waste,Refrigerador,Frutas y Verduras,-3,B,52.0,0.32,14.3
21aa2f30-4,3,9dcf85c5,44632,Sparkling Water Grapefruit,IN,2,2026-04-25T22:55:36.000000,2026-05-25,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
cd9560df-f,3,84cc2721,9076,Blueberries,OUT,1,2026-04-03T06:54:36.000000,2026-04-03,Consumption,Despensa,Despensa General,0,B,57.0,0.71,12.1
d1cfb64e-5,4,a5de9573,10749,Organic Red Bell Pepper,OUT,1,2026-03-11T21:02:36.000000,2026-03-16,Consumption,Refrigerador,Frutas y Verduras,5,,,0.896,6.65
4a6ba29b-0,4,18fb8da1,16797,Strawberries,OUT,1,2026-04-03T16:29:36.000000,2026-04-07,Consumption,Refrigerador,Frutas y Verduras,4,,,1.43,8.57
0c4aa348-e,8,56925ae7,5077,100% Whole Wheat Bread,OUT,2,2026-04-25T12:50:36.000000,2026-05-07,Consumption,Despensa,Panaderia y Granos,12,C,256.0,11.6,48.8
30cda1bf-9,4,2c9cdc32,26209,Limes,OUT,2,2026-04-21T23:59:59.000000,2026-04-18,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.0,10.4
b249cffc-a,2,0f8b1cd4,17794,Carrots,OUT,2,2026-04-07T09:19:36.000000,2026-04-08,Consumption,Refrigerador,Frutas y Verduras,1,A,38.0,1.28,8.97
d335c955-d,0,d5f407b0,47766,Organic Avocado,OUT,2,2026-03-23T21:30:36.000000,2026-03-27,Consumption,Refrigerador,Frutas y Verduras,4,D,427.0,1.9,7.36
94286400-1,4,22f7cd12,47209,Organic Hass Avocado,OUT,3,2026-03-02T23:59:59.000000,2026-02-27,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.81,8.32
7c95accd-1,6,ad6ac182,16797,Strawberries,OUT,3,2026-02-25T23:59:59.000000,2026-02-22,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.43,8.57
a7a29a88-d,8,61d40c90,43352,Raspberries,OUT,2,2026-03-29T03:10:36.000000,2026-03-27,Waste,Refrigerador,Frutas y Verduras,-2,B,50.0,1.43,12.1
6b705982-9,6,209cbe60,17794,Carrots,IN,2,2026-03-19T09:43:36.000000,2026-03-26,Purchase,Refrigerador,Frutas y Verduras,7,A,38.0,1.28,8.97
0d499a85-c,5,b05a4eef,34126,Organic Italian Parsley Bunch,IN,3,2026-02-07T09:03:36.000000,2026-02-14,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
17b19de1-9,2,e49e8bcc,8277,Apple Honeycrisp Organic,IN,3,2026-04-12T09:50:36.000000,2026-04-19,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
251a20ad-6,5,ae5b7495,45007,Organic Zucchini,OUT,3,2026-04-02T03:00:36.000000,2026-04-04,Consumption,Refrigerador,Frutas y Verduras,2,A,21.0,1.05,4.21
a59f51d4-6,1,99d9430e,17794,Carrots,IN,2,2026-02-24T09:01:36.000000,2026-03-03,Purchase,Refrigerador,Frutas y Verduras,7,A,38.0,1.28,8.97
f57159b6-4,0,62a3b4bf,27966,Organic Raspberries,OUT,1,2026-02-03T22:39:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
5e668a4d-d,9,ae9c8017,30391,Organic Cucumber,IN,1,2026-03-17T11:28:36.000000,2026-03-24,Purchase,Refrigerador,Frutas y Verduras,7,A,34.0,0.5,6.79
119e70bb-0,8,6afc9421,17794,Carrots,OUT,1,2026-03-23T00:04:36.000000,2026-03-22,Waste,Refrigerador,Frutas y Verduras,-1,A,38.0,1.28,8.97
614eeff7-4,0,0e906741,19057,Organic Large Extra Fancy Fuji Apple,IN,2,2026-03-07T17:21:36.000000,2026-03-14,Purchase,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
9bdf2ada-c,4,7a58d88a,4920,Seedless Red Grapes,OUT,3,2026-03-27T23:59:59.000000,2026-03-24,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,71.0,1.18,17.6
a7e86da6-3,1,e3313157,22935,Organic Yellow Onion,IN,3,2026-02-12T07:32:36.000000,2026-02-19,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
f1dab4bc-0,7,51bd4716,44359,Organic Small Bunch Celery,OUT,1,2026-02-12T21:41:36.000000,2026-02-11,Waste,Refrigerador,Frutas y Verduras,-1,D,392.0,7.43,76.25
ab3f866e-d,4,0051b877,24852,Banana,OUT,1,2026-02-19T07:03:36.000000,2026-02-18,Waste,Refrigerador,Frutas y Verduras,-1,D,312.0,12.5,40.6
7ade8592-4,4,bacd331d,24964,Organic Garlic,OUT,1,2026-03-29T22:51:36.000000,2026-03-26,Waste,Refrigerador,Frutas y Verduras,-3,C,167.0,0.0,33.3
bfa8acc5-7,5,b20ec9ea,22935,Organic Yellow Onion,IN,1,2026-02-01T15:57:36.000000,2026-02-08,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
da8f3688-9,7,7ea6ce7b,45007,Organic Zucchini,OUT,1,2026-04-30T23:59:59.000000,2026-04-27,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,21.0,1.05,4.21
63a6890a-0,9,12e71690,8277,Apple Honeycrisp Organic,OUT,2,2026-03-23T08:44:36.000000,2026-03-24,Consumption,Refrigerador,Frutas y Verduras,1,,,0.102,14.7
7ef90622-e,5,29945f2d,9076,Blueberries,IN,2,2026-02-18T07:09:36.000000,2026-03-04,Purchase,Despensa,Despensa General,14,B,57.0,0.71,12.1
182c64ff-a,9,7925b8e4,37646,Organic Gala Apples,OUT,2,2026-04-12T23:18:36.000000,2026-04-12,Consumption,Refrigerador,Frutas y Verduras,0,B,52.0,0.32,14.3
8975701d-7,7,30758c89,8277,Apple Honeycrisp Organic,OUT,2,2026-04-03T14:14:36.000000,2026-04-04,Consumption,Refrigerador,Frutas y Verduras,1,,,0.102,14.7
16f4ce81-1,8,289c9986,46979,Asparagus,OUT,2,2026-04-16T17:36:36.000000,2026-04-16,Consumption,Refrigerador,Frutas y Verduras,0,A,18.0,2.35,3.53
e17fe62a-0,7,958bef95,22035,Organic Whole String Cheese,OUT,1,2026-04-07T22:44:36.000000,2026-04-17,Consumption,Refrigerador,Lacteos y Refrigerados,10,B,50.0,1.45,6.25
72824067-b,8,16ce6093,37646,Organic Gala Apples,OUT,1,2026-03-06T23:59:59.000000,2026-03-03,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,52.0,0.32,14.3
3f887a54-e,1,dc6f4b1f,46979,Asparagus,OUT,2,2026-02-03T21:27:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
4e76cb8a-9,2,02de2b1c,10749,Organic Red Bell Pepper,IN,3,2026-03-23T17:43:36.000000,2026-03-30,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
122a236b-e,0,3ac74d84,26604,Organic Blackberries,IN,2,2026-04-23T22:23:36.000000,2026-04-30,Purchase,Refrigerador,Frutas y Verduras,7,B,59.0,1.47,15.4
dcb3fc02-7,9,480eb3dd,26604,Organic Blackberries,IN,1,2026-04-22T19:35:36.000000,2026-04-29,Purchase,Refrigerador,Frutas y Verduras,7,B,59.0,1.47,15.4
4c9f217a-7,9,775331aa,8277,Apple Honeycrisp Organic,OUT,3,2026-04-24T07:11:36.000000,2026-04-24,Consumption,Refrigerador,Frutas y Verduras,0,,,0.102,14.7
1419fe2f-1,7,4f1d6359,49235,Organic Half & Half,OUT,1,2026-04-28T06:13:36.000000,2026-05-03,Consumption,Refrigerador,Lacteos y Refrigerados,5,B,131.0,3.13,4.3
d8c7374a-b,7,918fa7dd,22935,Organic Yellow Onion,IN,3,2026-03-10T15:04:36.000000,2026-03-17,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
c3618964-2,9,52aca85c,34126,Organic Italian Parsley Bunch,IN,3,2026-04-14T08:38:36.000000,2026-04-21,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
955a109b-a,6,50c25de5,43352,Raspberries,IN,3,2026-02-16T11:47:36.000000,2026-02-23,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
f8695e97-d,8,dd8613c0,40706,Organic Grape Tomatoes,IN,2,2026-03-27T17:09:36.000000,2026-04-03,Purchase,Refrigerador,Frutas y Verduras,7,A,36.0,1.19,7.14
d6babb76-8,2,549ea7c0,21616,Organic Baby Arugula,IN,2,2026-02-11T14:24:36.000000,2026-02-18,Purchase,Refrigerador,Frutas y Verduras,7,A,25.0,2.82,3.52
e4eba78f-a,6,5217f7af,39275,Organic Blueberries,OUT,1,2026-04-13T21:53:36.000000,2026-04-13,Consumption,Refrigerador,Frutas y Verduras,0,B,57.0,0.71,12.1
defdb6e2-9,5,e83090a0,5077,100% Whole Wheat Bread,OUT,1,2026-04-23T18:22:36.000000,2026-04-28,Consumption,Despensa,Panaderia y Granos,5,C,256.0,11.6,48.8
8ad61c2b-0,5,c164d6ab,26604,Organic Blackberries,OUT,1,2026-03-14T15:51:36.000000,2026-03-14,Consumption,Refrigerador,Frutas y Verduras,0,B,59.0,1.47,15.4
de475b49-d,7,93762b14,10749,Organic Red Bell Pepper,OUT,3,2026-04-10T23:59:59.000000,2026-04-07,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
d2ef3807-1,6,348a2198,45066,Honeycrisp Apple,OUT,1,2026-04-09T23:59:59.000000,2026-04-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,2.0,0.0,3.81
50380514-9,4,f1bbc8a7,13176,Bag of Organic Bananas,IN,1,2026-03-24T08:30:36.000000,2026-03-31,Purchase,Refrigerador,Frutas y Verduras,7,D,346.0,3.89,88.3
20c2581b-b,7,8bbf5fe7,22035,Organic Whole String Cheese,IN,1,2026-03-22T22:00:36.000000,2026-04-03,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,50.0,1.45,6.25
c998b078-0,8,bd4462ac,8277,Apple Honeycrisp Organic,OUT,3,2026-02-27T11:23:36.000000,2026-03-03,Consumption,Refrigerador,Frutas y Verduras,4,,,0.102,14.7
7dcff0d1-9,2,3ff9c267,21616,Organic Baby Arugula,OUT,2,2026-03-30T10:06:36.000000,2026-03-28,Waste,Refrigerador,Frutas y Verduras,-2,A,25.0,2.82,3.52
5e477338-9,6,7b079273,9076,Blueberries,IN,1,2026-04-06T11:59:36.000000,2026-04-20,Purchase,Despensa,Despensa General,14,B,57.0,0.71,12.1
3fb8a743-b,5,6b38ad54,31717,Organic Cilantro,OUT,2,2026-03-26T17:30:36.000000,2026-03-26,Consumption,Refrigerador,Frutas y Verduras,0,A,0.0,0.0,0.0
2c0367d8-4,0,b8481904,4920,Seedless Red Grapes,OUT,2,2026-03-30T23:59:59.000000,2026-03-27,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,71.0,1.18,17.6
d60461e0-e,5,a89be694,26604,Organic Blackberries,OUT,1,2026-04-27T10:32:36.000000,2026-05-01,Consumption,Refrigerador,Frutas y Verduras,4,B,59.0,1.47,15.4
ff47eb9d-4,1,6ba463bc,28204,Organic Fuji Apple,OUT,2,2026-04-24T00:18:36.000000,2026-04-28,Consumption,Refrigerador,Frutas y Verduras,4,D,400.0,0.0,90.0
c438780b-6,0,433ee88e,17794,Carrots,IN,2,2026-02-10T15:59:36.000000,2026-02-17,Purchase,Refrigerador,Frutas y Verduras,7,A,38.0,1.28,8.97
245966cb-2,2,d66ed7a4,10749,Organic Red Bell Pepper,IN,2,2026-03-24T18:44:36.000000,2026-03-31,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
98814463-f,4,da88a99d,13176,Bag of Organic Bananas,OUT,1,2026-02-09T14:22:36.000000,2026-02-15,Consumption,Refrigerador,Frutas y Verduras,6,D,346.0,3.89,88.3
a36ebf94-9,0,41f14bb5,37646,Organic Gala Apples,OUT,1,2026-03-14T23:59:59.000000,2026-03-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,52.0,0.32,14.3
6e0f8ea8-6,6,7147c268,44632,Sparkling Water Grapefruit,IN,1,2026-02-15T00:01:36.000000,2026-03-17,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
26e2b20e-e,2,a2b84c38,49235,Organic Half & Half,IN,1,2026-04-18T08:37:36.000000,2026-04-30,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
70bbd901-f,9,6b4ff1f6,39877,Organic Granny Smith Apple,OUT,3,2026-03-12T02:39:36.000000,2026-03-16,Consumption,Refrigerador,Frutas y Verduras,4,,,0.266,14.1
30ddfa20-f,0,b7b14579,31717,Organic Cilantro,IN,1,2026-03-28T08:57:36.000000,2026-04-04,Purchase,Refrigerador,Frutas y Verduras,7,A,0.0,0.0,0.0
