event_id,household_id,product_id,product_name,action_type,classification,quantity,timestamp,fecha,semana_iso,mes,dia_semana,hora,turno,expiry_date,dias_para_vencer,location,category_name,nutriscore,calories_100g,proteins_100g,carbs_100g,bucket_calorico,is_out,is_in,is_waste,is_forced_waste,is_consumo,is_vencido,flag_riesgo_vencer
e4cc938d-9,8,8277,Apple Honeycrisp Organic,IN,Purchase,2,2026-02-24 21:04:36,2026-02-24,2026-W09,2026-02,Tuesday,21,Noche,2026-03-03,7,Refrigerador,Frutas y Verduras,,,0.102,14.7,,0,1,0,0,0,0,0
76e84d26-1,9,26604,Organic Blackberries,IN,Purchase,2,2026-03-18 23:56:36,2026-03-18,2026-W12,2026-03,Wednesday,23,Noche,2026-03-25,7,Refrigerador,Frutas y Verduras,B,59.0,1.47,15.4,Medio (50-150),0,1,0,0,0,0,0
7e3d0a82-8,0,26604,Organic Blackberries,IN,Purchase,3,2026-04-06 13:29:36,2026-04-06,2026-W15,2026-04,Monday,13,Tarde,2026-04-13,7,Refrigerador,Frutas y Verduras,B,59.0,1.47,15.4,Medio (50-150),0,1,0,0,0,0,0
80cf2d8f-7,7,41950,Organic Tomato Cluster,OUT,Consumption,1,2026-02-28 03:34:36,2026-02-28,2026-W09,2026-02,Saturday,3,Madrugada,2026-03-04,4,Refrigerador,Frutas y Verduras,A,28.0,2.98,5.06,Bajo (<50),1,0,0,0,1,0,0
84a97dd3-3,1,46979,Asparagus,IN,Purchase,2,2026-04-19 08:53:36,2026-04-19,2026-W16,2026-04,Sunday,8,Mañana,2026-04-26,7,Refrigerador,Frutas y Verduras,A,18.0,2.35,3.53,Bajo (<50),0,1,0,0,0,0,0
49480526-6,3,27086,Half & Half,IN,Purchase,2,2026-04-18 12:58:36,2026-04-18,2026-W16,2026-04,Saturday,12,Tarde,2026-04-30,12,Refrigerador,Lacteos y Refrigerados,B,131.0,3.13,4.3,Medio (50-150),0,1,0,0,0,0,0
34bdcc18-e,3,19057,Organic Large Extra Fancy Fuji Apple,IN,Purchase,2,2026-04-25 16:45:36,2026-04-25,2026-W17,2026-04,Saturday,16,Tarde,2026-05-02,7,Refrigerador,Frutas y Verduras,,,0.148,15.7,,0,1,0,0,0,0,0
8ad0e776-6,6,27966,Organic Raspberries,IN,Purchase,3,2026-02-17 13:23:36,2026-02-17,2026-W08,2026-02,Tuesday,13,Tarde,2026-02-24,7,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),0,1,0,0,0,0,0
35f6c83b-6,3,27086,Half & Half,IN,Purchase,2,2026-04-10 10:48:36,2026-04-10,2026-W15,2026-04,Friday,10,Mañana,2026-04-22,12,Refrigerador,Lacteos y Refrigerados,B,131.0,3.13,4.3,Medio (50-150),0,1,0,0,0,0,0
5fe44b9a-3,7,30489,Original Hummus,OUT,Consumption,3,2026-03-05 11:05:36,2026-03-05,2026-W10,2026-03,Thursday,11,Mañana,2026-03-13,8,Refrigerador,Congelados,C,214.0,7.14,14.3,Alto (150-300),1,0,0,0,1,0,0
e39293a4-e,7,24964,Organic Garlic,OUT,Consumption,1,2026-04-05 16:38:36,2026-04-05,2026-W14,2026-04,Sunday,16,Tarde,2026-04-06,1,Refrigerador,Frutas y Verduras,C,167.0,0.0,33.3,Alto (150-300),1,0,0,0,1,0,1
2a8f4950-9,8,19660,Spring Water,OUT,Consumption,1,2026-03-28 13:32:36,2026-03-28,2026-W13,2026-03,Saturday,13,Tarde,2026-04-27,30,Estante,Bebidas,A,0.0,0.0,0.0,Bajo (<50),1,0,0,0,1,0,0
6ae596d9-a,9,4920,Seedless Red Grapes,IN,Purchase,2,2026-02-25 10:00:36,2026-02-25,2026-W09,2026-02,Wednesday,10,Mañana,2026-03-04,7,Refrigerador,Frutas y Verduras,B,71.0,1.18,17.6,Medio (50-150),0,1,0,0,0,0,0
e6a17336-a,9,21137,Organic Strawberries,IN,Purchase,1,2026-03-27 10:50:36,2026-03-27,2026-W13,2026-03,Friday,10,Mañana,2026-04-03,7,Refrigerador,Frutas y Verduras,,,1.43,8.57,,0,1,0,0,0,0,0
11d50fc6-0,5,43352,Raspberries,IN,Purchase,1,2026-02-07 15:10:36,2026-02-07,2026-W06,2026-02,Saturday,15,Tarde,2026-02-14,7,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),0,1,0,0,0,0,0
d8b483e7-4,2,9076,Blueberries,OUT,Consumption,1,2026-02-10 21:03:36,2026-02-10,2026-W07,2026-02,Tuesday,21,Noche,2026-02-20,10,Despensa,Despensa General,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,0
18acbe80-5,3,35951,Organic Unsweetened Almond Milk,OUT,Consumption,2,2026-05-01 06:40:36,2026-05-01,2026-W18,2026-05,Friday,6,Mañana,2026-05-07,6,Refrigerador,Lacteos y Refrigerados,A,15.0,0.55,0.34,Bajo (<50),1,0,0,0,1,0,0
d0e040b0-4,6,47209,Organic Hass Avocado,IN,Purchase,1,2026-02-08 20:06:36,2026-02-08,2026-W06,2026-02,Sunday,20,Noche,2026-02-15,7,Refrigerador,Frutas y Verduras,,,1.81,8.32,,0,1,0,0,0,0,0
fb10688c-f,0,47209,Organic Hass Avocado,OUT,Consumption,1,2026-05-01 05:15:36,2026-05-01,2026-W18,2026-05,Friday,5,Madrugada,2026-05-06,5,Refrigerador,Frutas y Verduras,,,1.81,8.32,,1,0,0,0,1,0,0
dfdcc066-1,3,19057,Organic Large Extra Fancy Fuji Apple,OUT,Consumption,1,2026-04-20 11:14:36,2026-04-20,2026-W17,2026-04,Monday,11,Mañana,2026-04-21,1,Refrigerador,Frutas y Verduras,,,0.148,15.7,,1,0,0,0,1,0,1
e4c83b69-0,2,21903,Organic Baby Spinach,IN,Purchase,3,2026-04-14 06:04:36,2026-04-14,2026-W16,2026-04,Tuesday,6,Mañana,2026-04-21,7,Refrigerador,Frutas y Verduras,A,23.0,2.68,3.36,Bajo (<50),0,1,0,0,0,0,0
393537ec-5,5,16797,Strawberries,IN,Purchase,2,2026-02-02 07:53:36,2026-02-02,2026-W06,2026-02,Monday,7,Mañana,2026-02-09,7,Refrigerador,Frutas y Verduras,,,1.43,8.57,,0,1,0,0,0,0,0
90f5647a-a,7,5077,100% Whole Wheat Bread,IN,Purchase,2,2026-03-14 01:55:36,2026-03-14,2026-W11,2026-03,Saturday,1,Madrugada,2026-03-28,14,Despensa,Panaderia y Granos,C,256.0,11.6,48.8,Alto (150-300),0,1,0,0,0,0,0
908487bb-9,2,39275,Organic Blueberries,IN,Purchase,3,2026-02-11 14:34:36,2026-02-11,2026-W07,2026-02,Wednesday,14,Tarde,2026-02-18,7,Refrigerador,Frutas y Verduras,B,57.0,0.71,12.1,Medio (50-150),0,1,0,0,0,0,0
6520ffe5-a,2,27845,Organic Whole Milk,IN,Purchase,3,2026-03-05 15:38:36,2026-03-05,2026-W10,2026-03,Thursday,15,Tarde,2026-03-17,12,Refrigerador,Lacteos y Refrigerados,B,62.0,3.39,5.08,Medio (50-150),0,1,0,0,0,0,0
cd28df9f-d,1,22035,Organic Whole String Cheese,OUT,Consumption,1,2026-03-16 01:48:36,2026-03-16,2026-W12,2026-03,Monday,1,Madrugada,2026-03-26,10,Refrigerador,Lacteos y Refrigerados,B,50.0,1.45,6.25,Bajo (<50),1,0,0,0,1,0,0
3cdf9f3b-c,2,22035,Organic Whole String Cheese,OUT,Consumption,1,2026-02-14 06:38:36,2026-02-14,2026-W07,2026-02,Saturday,6,Mañana,2026-02-23,9,Refrigerador,Lacteos y Refrigerados,B,50.0,1.45,6.25,Bajo (<50),1,0,0,0,1,0,0
6586ed73-6,3,8518,Organic Red Onion,IN,Purchase,3,2026-03-07 06:42:36,2026-03-07,2026-W10,2026-03,Saturday,6,Mañana,2026-03-14,7,Refrigerador,Frutas y Verduras,A,30.0,0.68,6.76,Bajo (<50),0,1,0,0,0,0,0
22b3e0d7-5,8,21616,Organic Baby Arugula,IN,Purchase,2,2026-04-09 11:21:36,2026-04-09,2026-W15,2026-04,Thursday,11,Mañana,2026-04-16,7,Refrigerador,Frutas y Verduras,A,25.0,2.82,3.52,Bajo (<50),0,1,0,0,0,0,0
5d1dfe4c-5,2,26209,Limes,OUT,Waste,1,2026-03-08 18:50:36,2026-03-08,2026-W10,2026-03,Sunday,18,Noche,2026-03-05,-3,Refrigerador,Frutas y Verduras,A,30.0,0.0,10.4,Bajo (<50),1,0,1,0,0,1,0
3d98fb0c-5,9,35951,Organic Unsweetened Almond Milk,IN,Purchase,2,2026-02-20 19:22:36,2026-02-20,2026-W08,2026-02,Friday,19,Noche,2026-03-04,12,Refrigerador,Lacteos y Refrigerados,A,15.0,0.55,0.34,Bajo (<50),0,1,0,0,0,0,0
9bc230e9-c,1,40706,Organic Grape Tomatoes,IN,Purchase,1,2026-04-05 11:49:36,2026-04-05,2026-W14,2026-04,Sunday,11,Mañana,2026-04-12,7,Refrigerador,Frutas y Verduras,A,36.0,1.19,7.14,Bajo (<50),0,1,0,0,0,0,0
7c0ed9d4-2,0,43352,Raspberries,OUT,Consumption,1,2026-04-11 03:33:36,2026-04-11,2026-W15,2026-04,Saturday,3,Madrugada,2026-04-17,6,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),1,0,0,0,1,0,0
369dbc6e-1,2,27104,Fresh Cauliflower,IN,Purchase,3,2026-03-26 12:13:36,2026-03-26,2026-W13,2026-03,Thursday,12,Tarde,2026-04-02,7,Refrigerador,Frutas y Verduras,B,52.0,1.94,5.01,Medio (50-150),0,1,0,0,0,0,0
6a40e5a3-b,4,5077,100% Whole Wheat Bread,IN,Purchase,3,2026-03-03 23:07:36,2026-03-03,2026-W10,2026-03,Tuesday,23,Noche,2026-03-17,14,Despensa,Panaderia y Granos,C,256.0,11.6,48.8,Alto (150-300),0,1,0,0,0,0,0
d8a4ee07-a,0,39877,Organic Granny Smith Apple,IN,Purchase,3,2026-03-06 13:53:36,2026-03-06,2026-W10,2026-03,Friday,13,Tarde,2026-03-13,7,Refrigerador,Frutas y Verduras,,,0.266,14.1,,0,1,0,0,0,0,0
e3ed7102-a,1,13176,Bag of Organic Bananas,OUT,Consumption,1,2026-02-22 11:43:36,2026-02-22,2026-W08,2026-02,Sunday,11,Mañana,2026-02-28,6,Refrigerador,Frutas y Verduras,D,346.0,3.89,88.3,Muy alto (>300),1,0,0,0,1,0,0
32871971-9,9,19057,Organic Large Extra Fancy Fuji Apple,IN,Purchase,1,2026-03-09 12:45:36,2026-03-09,2026-W11,2026-03,Monday,12,Tarde,2026-03-16,7,Refrigerador,Frutas y Verduras,,,0.148,15.7,,0,1,0,0,0,0,0
a9d3a68e-7,2,22035,Organic Whole String Cheese,IN,Purchase,2,2026-02-21 14:27:36,2026-02-21,2026-W08,2026-02,Saturday,14,Tarde,2026-03-05,12,Refrigerador,Lacteos y Refrigerados,B,50.0,1.45,6.25,Bajo (<50),0,1,0,0,0,0,0
ba442a1b-c,1,16797,Strawberries,OUT,Consumption,3,2026-02-26 00:51:36,2026-02-26,2026-W09,2026-02,Thursday,0,Madrugada,2026-03-02,4,Refrigerador,Frutas y Verduras,,,1.43,8.57,,1,0,0,0,1,0,0
083de312-b,1,28204,Organic Fuji Apple,IN,Purchase,1,2026-04-12 10:32:36,2026-04-12,2026-W15,2026-04,Sunday,10,Mañana,2026-04-19,7,Refrigerador,Frutas y Verduras,D,400.0,0.0,90.0,Muy alto (>300),0,1,0,0,0,0,0
28afdfee-9,1,45066,Honeycrisp Apple,IN,Purchase,1,2026-04-15 22:39:36,2026-04-15,2026-W16,2026-04,Wednesday,22,Noche,2026-04-22,7,Refrigerador,Frutas y Verduras,A,2.0,0.0,3.81,Bajo (<50),0,1,0,0,0,0,0
03a5f7d8-0,5,4920,Seedless Red Grapes,OUT,Consumption,1,2026-03-08 19:24:36,2026-03-08,2026-W10,2026-03,Sunday,19,Noche,2026-03-11,3,Refrigerador,Frutas y Verduras,B,71.0,1.18,17.6,Medio (50-150),1,0,0,0,1,0,0
3cf61823-c,8,16797,Strawberries,OUT,Forced_Waste,2,2026-03-13 23:59:59,2026-03-13,2026-W11,2026-03,Friday,23,Noche,2026-03-10,-3,Refrigerador,Frutas y Verduras,,,1.43,8.57,,1,0,1,1,0,1,0
05fb697b-6,3,42265,Organic Baby Carrots,IN,Purchase,1,2026-04-11 16:41:36,2026-04-11,2026-W15,2026-04,Saturday,16,Tarde,2026-04-18,7,Refrigerador,Frutas y Verduras,A,35.0,1.18,8.24,Bajo (<50),0,1,0,0,0,0,0
a7b468e9-8,0,16797,Strawberries,OUT,Consumption,1,2026-03-31 03:35:36,2026-03-31,2026-W14,2026-03,Tuesday,3,Madrugada,2026-04-03,3,Refrigerador,Frutas y Verduras,,,1.43,8.57,,1,0,0,0,1,0,0
f68b04ba-2,7,24852,Banana,OUT,Consumption,1,2026-02-27 03:39:36,2026-02-27,2026-W09,2026-02,Friday,3,Madrugada,2026-02-27,0,Refrigerador,Frutas y Verduras,D,312.0,12.5,40.6,Muy alto (>300),1,0,0,0,1,0,1
1d34817b-7,4,9076,Blueberries,OUT,Consumption,1,2026-03-08 03:36:36,2026-03-08,2026-W10,2026-03,Sunday,3,Madrugada,2026-03-10,2,Despensa,Despensa General,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,1
d0f2c6ab-7,0,22935,Organic Yellow Onion,IN,Purchase,3,2026-05-01 12:59:36,2026-05-01,2026-W18,2026-05,Friday,12,Tarde,2026-05-08,7,Refrigerador,Frutas y Verduras,A,30.0,0.68,7.43,Bajo (<50),0,1,0,0,0,0,0
4fa161f5-a,9,24964,Organic Garlic,OUT,Waste,3,2026-03-07 06:55:36,2026-03-07,2026-W10,2026-03,Saturday,6,Mañana,2026-03-06,-1,Refrigerador,Frutas y Verduras,C,167.0,0.0,33.3,Alto (150-300),1,0,1,0,0,1,0
6ca048ee-5,6,27104,Fresh Cauliflower,OUT,Consumption,2,2026-03-02 11:13:36,2026-03-02,2026-W10,2026-03,Monday,11,Mañana,2026-03-06,4,Refrigerador,Frutas y Verduras,B,52.0,1.94,5.01,Medio (50-150),1,0,0,0,1,0,0
302f43d4-f,1,47626,Large Lemon,IN,Purchase,3,2026-02-07 09:42:36,2026-02-07,2026-W06,2026-02,Saturday,9,Mañana,2026-02-14,7,Refrigerador,Frutas y Verduras,B,55.0,10.7,2.36,Medio (50-150),0,1,0,0,0,0,0
e8b2cd7a-7,5,21137,Organic Strawberries,OUT,Forced_Waste,1,2026-03-23 23:59:59,2026-03-23,2026-W13,2026-03,Monday,23,Noche,2026-03-20,-3,Refrigerador,Frutas y Verduras,,,1.43,8.57,,1,0,1,1,0,1,0
622735a6-d,0,43352,Raspberries,IN,Purchase,2,2026-03-18 10:19:36,2026-03-18,2026-W12,2026-03,Wednesday,10,Mañana,2026-03-25,7,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),0,1,0,0,0,0,0
c8bb3b8c-3,1,28985,Michigan Organic Kale,OUT,Forced_Waste,2,2026-03-06 23:59:59,2026-03-06,2026-W10,2026-03,Friday,23,Noche,2026-03-03,-3,Refrigerador,Frutas y Verduras,A,35.0,2.92,4.42,Bajo (<50),1,0,1,1,0,1,0
00a1ba43-4,7,49235,Organic Half & Half,IN,Purchase,1,2026-04-20 21:13:36,2026-04-20,2026-W17,2026-04,Monday,21,Noche,2026-05-02,12,Refrigerador,Lacteos y Refrigerados,B,131.0,3.13,4.3,Medio (50-150),0,1,0,0,0,0,0
2de5605f-a,8,26209,Limes,OUT,Consumption,3,2026-04-29 23:26:36,2026-04-29,2026-W18,2026-04,Wednesday,23,Noche,2026-05-04,5,Refrigerador,Frutas y Verduras,A,30.0,0.0,10.4,Bajo (<50),1,0,0,0,1,0,0
2a683f99-0,5,43352,Raspberries,IN,Purchase,3,2026-04-01 08:22:36,2026-04-01,2026-W14,2026-04,Wednesday,8,Mañana,2026-04-08,7,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),0,1,0,0,0,0,0
51587598-7,1,24852,Banana,IN,Purchase,2,2026-02-10 12:52:36,2026-02-10,2026-W07,2026-02,Tuesday,12,Tarde,2026-02-17,7,Refrigerador,Frutas y Verduras,D,312.0,12.5,40.6,Muy alto (>300),0,1,0,0,0,0,0
cfd33422-d,5,19660,Spring Water,OUT,Consumption,1,2026-04-23 12:22:36,2026-04-23,2026-W17,2026-04,Thursday,12,Tarde,2026-05-11,18,Estante,Bebidas,A,0.0,0.0,0.0,Bajo (<50),1,0,0,0,1,0,0
f9ba08f9-2,6,44632,Sparkling Water Grapefruit,OUT,Consumption,2,2026-03-05 22:58:36,2026-03-05,2026-W10,2026-03,Thursday,22,Noche,2026-03-30,25,Estante,Bebidas,A,36.0,0.58,9.15,Bajo (<50),1,0,0,0,1,0,0
1c07d8e1-a,6,27104,Fresh Cauliflower,IN,Purchase,2,2026-02-22 11:27:36,2026-02-22,2026-W08,2026-02,Sunday,11,Mañana,2026-03-01,7,Refrigerador,Frutas y Verduras,B,52.0,1.94,5.01,Medio (50-150),0,1,0,0,0,0,0
c22a8a42-5,9,42265,Organic Baby Carrots,OUT,Forced_Waste,1,2026-03-17 23:59:59,2026-03-17,2026-W12,2026-03,Tuesday,23,Noche,2026-03-14,-3,Refrigerador,Frutas y Verduras,A,35.0,1.18,8.24,Bajo (<50),1,0,1,1,0,1,0
fb8cb100-a,5,21137,Organic Strawberries,IN,Purchase,2,2026-03-22 15:52:36,2026-03-22,2026-W12,2026-03,Sunday,15,Tarde,2026-03-29,7,Refrigerador,Frutas y Verduras,,,1.43,8.57,,0,1,0,0,0,0,0
3e5a96c7-6,9,24964,Organic Garlic,IN,Purchase,3,2026-04-28 16:58:36,2026-04-28,2026-W18,2026-04,Tuesday,16,Tarde,2026-05-05,7,Refrigerador,Frutas y Verduras,C,167.0,0.0,33.3,Alto (150-300),0,1,0,0,0,0,0
d608672c-b,5,39275,Organic Blueberries,OUT,Consumption,3,2026-02-18 16:49:36,2026-02-18,2026-W08,2026-02,Wednesday,16,Tarde,2026-02-21,3,Refrigerador,Frutas y Verduras,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,0
c918efbc-e,7,22935,Organic Yellow Onion,OUT,Waste,1,2026-04-07 15:42:36,2026-04-07,2026-W15,2026-04,Tuesday,15,Tarde,2026-04-06,-1,Refrigerador,Frutas y Verduras,A,30.0,0.68,7.43,Bajo (<50),1,0,1,0,0,1,0
e0af6191-2,0,4920,Seedless Red Grapes,OUT,Forced_Waste,1,2026-04-14 23:59:59,2026-04-14,2026-W16,2026-04,Tuesday,23,Noche,2026-04-11,-3,Refrigerador,Frutas y Verduras,B,71.0,1.18,17.6,Medio (50-150),1,0,1,1,0,1,0
db12aca4-7,9,44359,Organic Small Bunch Celery,OUT,Forced_Waste,1,2026-04-11 23:59:59,2026-04-11,2026-W15,2026-04,Saturday,23,Noche,2026-04-08,-3,Refrigerador,Frutas y Verduras,D,392.0,7.43,76.25,Muy alto (>300),1,0,1,1,0,1,0
654e1f7b-1,4,8277,Apple Honeycrisp Organic,IN,Purchase,3,2026-04-13 09:21:36,2026-04-13,2026-W16,2026-04,Monday,9,Mañana,2026-04-20,7,Refrigerador,Frutas y Verduras,,,0.102,14.7,,0,1,0,0,0,0,0
ce42fbe9-f,6,46979,Asparagus,OUT,Forced_Waste,3,2026-04-06 23:59:59,2026-04-06,2026-W15,2026-04,Monday,23,Noche,2026-04-03,-3,Refrigerador,Frutas y Verduras,A,18.0,2.35,3.53,Bajo (<50),1,0,1,1,0,1,0
82154957-0,2,24852,Banana,OUT,Forced_Waste,1,2026-03-01 23:59:59,2026-03-01,2026-W09,2026-03,Sunday,23,Noche,2026-02-26,-3,Refrigerador,Frutas y Verduras,D,312.0,12.5,40.6,Muy alto (>300),1,0,1,1,0,1,0
450f0594-2,5,30391,Organic Cucumber,IN,Purchase,2,2026-02-27 23:29:36,2026-02-27,2026-W09,2026-02,Friday,23,Noche,2026-03-06,7,Refrigerador,Frutas y Verduras,A,34.0,0.5,6.79,Bajo (<50),0,1,0,0,0,0,0
6bd4ef05-0,6,9076,Blueberries,OUT,Consumption,2,2026-04-12 11:48:36,2026-04-12,2026-W15,2026-04,Sunday,11,Mañana,2026-04-13,1,Despensa,Despensa General,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,1
777a3284-5,7,34126,Organic Italian Parsley Bunch,OUT,Forced_Waste,2,2026-04-26 23:59:59,2026-04-26,2026-W17,2026-04,Sunday,23,Noche,2026-04-23,-3,Refrigerador,Frutas y Verduras,D,392.0,7.43,76.25,Muy alto (>300),1,0,1,1,0,1,0
eb2795df-d,2,40706,Organic Grape Tomatoes,IN,Purchase,2,2026-03-13 17:41:36,2026-03-13,2026-W11,2026-03,Friday,17,Tarde,2026-03-20,7,Refrigerador,Frutas y Verduras,A,36.0,1.19,7.14,Bajo (<50),0,1,0,0,0,0,0
137fd1a0-d,7,22035,Organic Whole String Cheese,OUT,Consumption,1,2026-03-23 04:00:36,2026-03-23,2026-W13,2026-03,Monday,4,Madrugada,2026-04-03,11,Refrigerador,Lacteos y Refrigerados,B,50.0,1.45,6.25,Bajo (<50),1,0,0,0,1,0,0
c1628e15-c,0,9076,Blueberries,OUT,Consumption,2,2026-03-19 18:12:36,2026-03-19,2026-W12,2026-03,Thursday,18,Noche,2026-03-20,1,Despensa,Despensa General,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,1
7b214733-f,1,4920,Seedless Red Grapes,OUT,Forced_Waste,2,2026-04-11 23:59:59,2026-04-11,2026-W15,2026-04,Saturday,23,Noche,2026-04-08,-3,Refrigerador,Frutas y Verduras,B,71.0,1.18,17.6,Medio (50-150),1,0,1,1,0,1,0
37a34849-d,6,28985,Michigan Organic Kale,OUT,Forced_Waste,1,2026-04-01 23:59:59,2026-04-01,2026-W14,2026-04,Wednesday,23,Noche,2026-03-29,-3,Refrigerador,Frutas y Verduras,A,35.0,2.92,4.42,Bajo (<50),1,0,1,1,0,1,0
e488a96c-e,2,4605,Yellow Onions,IN,Purchase,2,2026-04-21 11:13:36,2026-04-21,2026-W17,2026-04,Tuesday,11,Mañana,2026-04-28,7,Refrigerador,Frutas y Verduras,A,30.0,0.68,7.43,Bajo (<50),0,1,0,0,0,0,0
54d68ef4-2,7,8518,Organic Red Onion,IN,Purchase,2,2026-02-14 01:15:36,2026-02-14,2026-W07,2026-02,Saturday,1,Madrugada,2026-02-21,7,Refrigerador,Frutas y Verduras,A,30.0,0.68,6.76,Bajo (<50),0,1,0,0,0,0,0
6ce3aef7-d,8,49683,Cucumber Kirby,IN,Purchase,2,2026-03-22 12:13:36,2026-03-22,2026-W12,2026-03,Sunday,12,Tarde,2026-03-29,7,Refrigerador,Frutas y Verduras,A,34.0,0.5,6.79,Bajo (<50),0,1,0,0,0,0,0
084266bc-a,0,40706,Organic Grape Tomatoes,IN,Purchase,2,2026-05-01 11:49:36,2026-05-01,2026-W18,2026-05,Friday,11,Mañana,2026-05-08,7,Refrigerador,Frutas y Verduras,A,36.0,1.19,7.14,Bajo (<50),0,1,0,0,0,0,0
fd4c3682-5,3,39275,Organic Blueberries,OUT,Consumption,2,2026-03-31 16:28:36,2026-03-31,2026-W14,2026-03,Tuesday,16,Tarde,2026-04-06,6,Refrigerador,Frutas y Verduras,B,57.0,0.71,12.1,Medio (50-150),1,0,0,0,1,0,0
a72e55dd-7,7,43352,Raspberries,OUT,Forced_Waste,2,2026-03-23 23:59:59,2026-03-23,2026-W13,2026-03,Monday,23,Noche,2026-03-20,-3,Refrigerador,Frutas y Verduras,B,50.0,1.43,12.1,Bajo (<50),1,0,1,1,0,1,0
c8cc6285-a,6,47209,Organic Hass Avocado,OUT,Forced_Waste,1,2026-04-26 23:59:59,2026-04-26,2026-W17,2026-04,Sunday,23,Noche,2026-04-23,-3,Refrigerador,Frutas y Verduras,,,1.81,8.32,,1,0,1,1,0,1,0
50db4d47-a,5,21616,Organic Baby Arugula,IN,Purchase,2,2026-03-29 22:35:36,2026-03-29,2026-W13,2026-03,Sunday,22,Noche,2026-04-05,7,Refrigerador,Frutas y Verduras,A,25.0,2.82,3.52,Bajo (<50),0,1,0,0,0,0,0
746eb179-d,0,35951,Organic Unsweetened Almond Milk,OUT,Consumption,1,2026-02-24 10:31:36,2026-02-24,2026-W09,2026-02,Tuesday,10,Mañana,2026-03-05,9,Refrigerador,Lacteos y Refrigerados,A,15.0,0.55,0.34,Bajo (<50),1,0,0,0,1,0,0
c7d4615c-a,0,49683,Cucumber Kirby,OUT,Consumption,1,2026-03-25 05:50:36,2026-03-25,2026-W13,2026-03,Wednesday,5,Madrugada,2026-03-30,5,Refrigerador,Frutas y Verduras,A,34.0,0.5,6.79,Bajo (<50),1,0,0,0,1,0,0
686065df-f,6,4605,Yellow Onions,OUT,Forced_Waste,1,2026-02-19 23:59:59,2026-02-19,2026-W08,2026-02,Thursday,23,Noche,2026-02-16,-3,Refrigerador,Frutas y Verduras,A,30.0,0.68,7.43,Bajo (<50),1,0,1,1,0,1,0
5ec015be-6,6,4920,Seedless Red Grapes,OUT,Consumption,1,2026-04-04 07:06:36,2026-04-04,2026-W14,2026-04,Saturday,7,Mañana,2026-04-06,2,Refrigerador,Frutas y Verduras,B,71.0,1.18,17.6,Medio (50-150),1,0,0,0,1,0,1
fed06707-c,8,28204,Organic Fuji Apple,OUT,Consumption,1,2026-02-21 10:17:36,2026-02-21,2026-W08,2026-02,Saturday,10,Mañana,2026-02-27,6,Refrigerador,Frutas y Verduras,D,400.0,0.0,90.0,Muy alto (>300),1,0,0,0,1,0,0
72ff0c22-3,1,16797,Strawberries,OUT,Consumption,2,2026-02-22 20:06:36,2026-02-22,2026-W08,2026-02,Sunday,20,Noche,2026-02-26,4,Refrigerador,Frutas y Verduras,,,1.43,8.57,,1,0,0,0,1,0,0
46f8bee6-1,7,13176,Bag of Organic Bananas,OUT,Consumption,1,2026-04-28 08:05:36,2026-04-28,2026-W18,2026-04,Tuesday,8,Mañana,2026-05-01,3,Refrigerador,Frutas y Verduras,D,346.0,3.89,88.3,Muy alto (>300),1,0,0,0,1,0,0
016a9179-c,8,27845,Organic Whole Milk,IN,Purchase,3,2026-03-07 11:09:36,2026-03-07,2026-W10,2026-03,Saturday,11,Mañana,2026-03-19,12,Refrigerador,Lacteos y Refrigerados,B,62.0,3.39,5.08,Medio (50-150),0,1,0,0,0,0,0
7ea348fe-6,8,19660,Spring Water,OUT,Consumption,2,2026-02-08 13:29:36,2026-02-08,2026-W06,2026-02,Sunday,13,Tarde,2026-03-08,28,Estante,Bebidas,A,0.0,0.0,0.0,Bajo (<50),1,0,0,0,1,0,0
69ed1155-2,9,24964,Organic Garlic,OUT,Consumption,2,2026-02-18 22:17:36,2026-02-18,2026-W08,2026-02,Wednesday,22,Noche,2026-02-21,3,Refrigerador,Frutas y Verduras,C,167.0,0.0,33.3,Alto (150-300),1,0,0,0,1,0,0
6a6d3bb9-a,9,44359,Organic Small Bunch Celery,OUT,Consumption,1,2026-02-24 18:24:36,2026-02-24,2026-W09,2026-02,Tuesday,18,Noche,2026-02-24,0,Refrigerador,Frutas y Verduras,D,392.0,7.43,76.25,Muy alto (>300),1,0,0,0,1,0,1
afd2c848-d,1,5077,100% Whole Wheat Bread,OUT,Consumption,1,2026-03-27 19:21:36,2026-03-27,2026-W13,2026-03,Friday,19,Noche,2026-03-31,4,Despensa,Panaderia y Granos,C,256.0,11.6,48.8,Alto (150-300),1,0,0,0,1,0,0
